blackroad-os-home	https://github.com/blackboxprogramming/blackroad-os-home		false	2026-09-22T18:26:31Z
design	https://github.com/blackboxprogramming/design		true	2026-09-19T19:43:42Z
RoadOS	https://github.com/blackboxprogramming/RoadOS		true	2026-09-16T09:06:20Z
roadc	https://github.com/blackboxprogramming/roadc	A programming language with Python-style indentation, built from scratch: a tree-walking interpreter in Python and a zero-dependency C99 compiler.	false	2026-09-14T04:27:52Z
roadie	https://github.com/blackboxprogramming/roadie	BlackRoad roadie — sovereign self-hosted service	true	2026-09-16T08:57:33Z
cordelia	https://github.com/blackboxprogramming/cordelia		true	2026-09-14T05:17:12Z
BlackRoadOS-RoadOS	https://github.com/blackboxprogramming/BlackRoadOS-RoadOS	RoadOS browser-native shell baseline with 27 product windows	true	2026-09-14T16:56:07Z
roadies	https://github.com/blackboxprogramming/roadies		true	2026-09-14T08:12:36Z
road	https://github.com/blackboxprogramming/road		true	2026-09-16T08:52:56Z
blackroad-attestation	https://github.com/blackboxprogramming/blackroad-attestation	Content + time attestation of the BlackRoad corpus. PRIVATE: contains full filesystem paths.	true	2026-09-21T00:07:55Z
blackroad-root	https://github.com/blackboxprogramming/blackroad-root	BlackRoad governance plane — doctrine, tools, receipts. Filesystem namespace root.	true	2026-09-21T00:07:38Z
blackroad-platform	https://github.com/blackboxprogramming/blackroad-platform	BlackRoad preserved repository	true	2026-09-20T22:14:01Z
road-runtime	https://github.com/blackboxprogramming/road-runtime	BlackRoad ROAD fleet runtime: rescued legacy control plane, portable Python library, and the SSD-local roadie queue runtime.	true	2026-09-20T21:57:18Z
roadmath	https://github.com/blackboxprogramming/roadmath		true	2026-09-20T15:49:20Z
indices	https://github.com/blackboxprogramming/indices		true	2026-09-19T02:29:18Z
stack	https://github.com/blackboxprogramming/stack		true	2026-09-18T17:53:26Z
amundson-road-foundation	https://github.com/blackboxprogramming/amundson-road-foundation	BlackRoad preserved repository	true	2026-09-16T17:48:38Z
t3_bug	https://github.com/blackboxprogramming/t3_bug	BlackRoad preserved repository	true	2026-09-16T17:48:52Z
t2_parse	https://github.com/blackboxprogramming/t2_parse	BlackRoad preserved repository	true	2026-09-16T17:48:47Z
t1_seq	https://github.com/blackboxprogramming/t1_seq	BlackRoad preserved repository	true	2026-09-16T17:48:44Z
world-bootstrap	https://github.com/blackboxprogramming/world-bootstrap	BlackRoad preserved repository	true	2026-09-16T17:49:39Z
road-ai	https://github.com/blackboxprogramming/road-ai	BlackRoad preserved repository	true	2026-09-16T17:49:34Z
my-project	https://github.com/blackboxprogramming/my-project	BlackRoad preserved repository	true	2026-09-16T17:49:29Z
my-first-worker	https://github.com/blackboxprogramming/my-first-worker	BlackRoad preserved repository	true	2026-09-16T17:49:24Z
blackroad-metal	https://github.com/blackboxprogramming/blackroad-metal	BlackRoad preserved repository	true	2026-09-16T17:49:20Z
intake	https://github.com/blackboxprogramming/intake		true	2026-09-16T17:34:59Z
agents	https://github.com/blackboxprogramming/agents	Intelligent automation and multi-agent orchestration for Claude Code	false	2026-03-31T20:55:44Z
main	https://github.com/blackboxprogramming/main	BlackRoad preserved repository	true	2026-09-16T17:49:13Z
selftest	https://github.com/blackboxprogramming/selftest	BlackRoad preserved repository	true	2026-09-16T17:49:00Z
roadcoin	https://github.com/blackboxprogramming/roadcoin	BlackRoad roadcoin — sovereign self-hosted service	true	2026-09-14T00:05:51Z
blackboard	https://github.com/blackboxprogramming/blackboard	BlackRoad blackboard — sovereign self-hosted service	true	2026-09-14T00:05:36Z
carkeys	https://github.com/blackboxprogramming/carkeys	BlackRoad carkeys — sovereign self-hosted service	true	2026-09-14T00:05:53Z
roadchain	https://github.com/blackboxprogramming/roadchain	BlackRoad roadchain — sovereign self-hosted service	true	2026-09-14T00:05:33Z
roadworld	https://github.com/blackboxprogramming/roadworld	BlackRoad roadworld — sovereign self-hosted service	true	2026-09-14T02:38:26Z
officeroad	https://github.com/blackboxprogramming/officeroad	BlackRoad officeroad — sovereign self-hosted service	true	2026-09-14T00:05:21Z
carpool	https://github.com/blackboxprogramming/carpool	BlackRoad carpool — sovereign self-hosted service	true	2026-09-14T00:05:38Z
backroad	https://github.com/blackboxprogramming/backroad	BlackRoad backroad — sovereign self-hosted service	true	2026-09-14T00:05:48Z
roadview	https://github.com/blackboxprogramming/roadview	BlackRoad roadview — sovereign self-hosted service	true	2026-09-14T00:05:03Z
roadside	https://github.com/blackboxprogramming/roadside	BlackRoad roadside — sovereign self-hosted service	true	2026-09-14T00:05:35Z
roadcode	https://github.com/blackboxprogramming/roadcode	BlackRoad roadcode — sovereign self-hosted service	true	2026-09-14T04:36:54Z
blackroad-web	https://github.com/blackboxprogramming/blackroad-web	BlackRoad preserved repository	true	2026-09-16T17:47:48Z
blackroad-templates	https://github.com/blackboxprogramming/blackroad-templates	BlackRoad preserved repository	true	2026-09-16T17:47:44Z
blackroad-research-index	https://github.com/blackboxprogramming/blackroad-research-index	BlackRoad preserved repository	true	2026-09-16T17:47:39Z
blackroad-products	https://github.com/blackboxprogramming/blackroad-products	BlackRoad preserved repository	true	2026-09-16T17:47:36Z
blackroad-mockups	https://github.com/blackboxprogramming/blackroad-mockups	BlackRoad preserved repository	true	2026-09-16T17:47:32Z
blackroad-integrations	https://github.com/blackboxprogramming/blackroad-integrations	BlackRoad preserved repository	true	2026-09-16T17:47:29Z
blackroad-infrastructure	https://github.com/blackboxprogramming/blackroad-infrastructure	BlackRoad preserved repository	true	2026-09-16T17:47:27Z
blackroad-fleet	https://github.com/blackboxprogramming/blackroad-fleet	BlackRoad preserved repository	true	2026-09-16T17:47:23Z
blackroad-canonical	https://github.com/blackboxprogramming/blackroad-canonical	BlackRoad preserved repository	true	2026-09-16T17:47:21Z
blackroad-assets	https://github.com/blackboxprogramming/blackroad-assets	BlackRoad preserved repository	true	2026-09-16T17:47:18Z
blackroad-agents	https://github.com/blackboxprogramming/blackroad-agents	BlackRoad preserved repository	true	2026-09-16T17:47:10Z
blackroad-mission-control	https://github.com/blackboxprogramming/blackroad-mission-control	BlackRoad preserved repository	true	2026-09-16T17:47:07Z
blackroad-memory	https://github.com/blackboxprogramming/blackroad-memory	BlackRoad preserved repository	true	2026-09-16T17:47:05Z
blackroad-machine-history	https://github.com/blackboxprogramming/blackroad-machine-history	BlackRoad preserved repository	true	2026-09-16T17:46:43Z
ladybird	https://github.com/blackboxprogramming/ladybird	Truly independent web browser	false	2026-05-27T02:05:43Z
serenity	https://github.com/blackboxprogramming/serenity	The Serenity Operating System 🐞	false	2026-05-27T02:07:56Z
daedalos	https://github.com/blackboxprogramming/daedalos	Desktop environment in the browser	false	2026-04-04T19:31:43Z
roadie-cli	https://github.com/blackboxprogramming/roadie-cli	BlackRoad preserved repository	true	2026-09-16T17:46:28Z
road-cli-fresh	https://github.com/blackboxprogramming/road-cli-fresh	BlackRoad preserved repository	true	2026-09-16T17:46:20Z
road-cli	https://github.com/blackboxprogramming/road-cli	BlackRoad preserved repository	true	2026-09-16T17:46:18Z
blackroad-master-filesystem	https://github.com/blackboxprogramming/blackroad-master-filesystem	BlackRoad preserved repository	true	2026-09-16T17:48:35Z
blackroad-index-atlas	https://github.com/blackboxprogramming/blackroad-index-atlas	BlackRoad preserved repository	true	2026-09-16T17:46:04Z
blackroad-billing-auth	https://github.com/blackboxprogramming/blackroad-billing-auth	BlackRoad preserved repository	true	2026-09-16T17:46:00Z
BlackRoad-OS-CLI	https://github.com/blackboxprogramming/BlackRoad-OS-CLI	BlackRoad preserved repository	true	2026-09-16T17:45:58Z
prompts	https://github.com/blackboxprogramming/prompts		true	2026-09-14T00:05:44Z
open-webui	https://github.com/blackboxprogramming/open-webui	User-friendly AI Interface (Supports Ollama, OpenAI API, ...)	false	2026-05-27T02:01:41Z
blackroad-address-space	https://github.com/blackboxprogramming/blackroad-address-space	Canonical BlackRoad logical addressing, routing, resolution, and identity namespace	true	2026-09-16T17:27:15Z
blackroad-infrastructure-state	https://github.com/blackboxprogramming/blackroad-infrastructure-state	Private BlackRoad infrastructure provenance	true	2026-09-16T15:39:06Z
blackroad-system-provenance	https://github.com/blackboxprogramming/blackroad-system-provenance	Private BlackRoad infrastructure provenance	true	2026-09-16T15:38:53Z
blackroad-network-registry	https://github.com/blackboxprogramming/blackroad-network-registry	Private BlackRoad infrastructure provenance	true	2026-09-16T15:38:34Z
blackroad-hardware-registry	https://github.com/blackboxprogramming/blackroad-hardware-registry	Private BlackRoad infrastructure provenance	true	2026-09-16T15:38:16Z
blackroad-governance-plane	https://github.com/blackboxprogramming/blackroad-governance-plane	BlackRoad governance plane: policy, proof, lifecycle, authorization, receipts, operations, and system governance.	true	2026-09-16T08:39:21Z
.github	https://github.com/blackboxprogramming/.github	Developer product experiences — RoadCode editor, deployment, and execution surfaces.	true	2026-09-16T06:26:08Z
amelia	https://github.com/blackboxprogramming/amelia		true	2026-09-14T09:37:06Z
omnivoice	https://github.com/blackboxprogramming/omnivoice	High-Quality Voice Cloning TTS for 600+ Languages	false	2026-09-16T13:34:42Z
blackroad-garage	https://github.com/blackboxprogramming/blackroad-garage	Private infrastructure documentation for the BlackRoad fleet: 5 Raspberry Pi nodes plus cloud, with network topology, service inventory, deployment runbooks, and troubleshooting guides.	true	2026-09-14T17:56:23Z
BlackRoad-OS-Live-Monorepo-Private	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Monorepo-Private	BlackRoad OS — Full monorepo (private). Complete source tree: all products, agents, infrastructure, corporate docs, and university model.	true	2026-09-14T17:55:58Z
planning	https://github.com/blackboxprogramming/planning		true	2026-09-14T13:58:11Z
0	https://github.com/blackboxprogramming/0		true	2026-09-14T16:55:36Z
coincidences	https://github.com/blackboxprogramming/coincidences		true	2026-09-14T09:45:43Z
timelines	https://github.com/blackboxprogramming/timelines		true	2026-09-14T09:45:17Z
systems	https://github.com/blackboxprogramming/systems		true	2026-09-14T07:52:58Z
storytime	https://github.com/blackboxprogramming/storytime		true	2026-09-14T07:50:33Z
filesystem	https://github.com/blackboxprogramming/filesystem		true	2026-09-14T07:44:10Z
testing	https://github.com/blackboxprogramming/testing		true	2026-09-14T07:38:30Z
cats	https://github.com/blackboxprogramming/cats		true	2026-09-14T07:18:39Z
blackboats	https://github.com/blackboxprogramming/blackboats		true	2026-09-14T07:00:41Z
blackroad-os	https://github.com/blackboxprogramming/blackroad-os	Browser-native operating environment: 27 products, 27 agents, hybrid mesh backbone (Meshtastic + Headscale/WireGuard), Git-native data plane, and RoadChain provenance. The canon and registry that generate every BlackRoad OS surface.	false	2026-09-14T04:37:02Z
blackroad-disaster-recovery	https://github.com/blackboxprogramming/blackroad-disaster-recovery	Disaster recovery for BlackRoad OS: recovery procedures, configuration inventory, and critical-file manifests.	true	2026-09-14T04:30:39Z
blackroad	https://github.com/blackboxprogramming/blackroad		false	2026-09-14T02:38:30Z
blackroad-app	https://github.com/blackboxprogramming/blackroad-app	BlackRoad / RoadOS starter: Next.js 16 App Router with Clerk auth and Lemon Squeezy billing. No Stripe, no Azure.	true	2026-09-14T02:38:28Z
cecilia	https://github.com/blackboxprogramming/cecilia		true	2026-09-14T01:55:54Z
01-Intake-Repository	https://github.com/blackboxprogramming/01-Intake-Repository	Use XX-Intake-Repository for source-intake folders: temporary homes for incoming source until reviewed and moved to its canonical location. Because storage hardware is expensive. #expensive #integrationisinnovation	true	2026-09-14T01:16:03Z
00-Intake-Repository	https://github.com/blackboxprogramming/00-Intake-Repository	Use XX-Intake-Repository for source-intake folders: temporary homes for incoming source until reviewed and moved to its canonical location. Because storage hardware is expensive. #expensive #integrationisinnovation	true	2026-09-14T01:15:19Z
Users-alexa-	https://github.com/blackboxprogramming/Users-alexa-		true	2026-09-14T01:09:39Z
-	https://github.com/blackboxprogramming/-		true	2026-09-14T01:08:51Z
blackroad-prism-console	https://github.com/blackboxprogramming/blackroad-prism-console		true	2026-09-14T01:06:54Z
BlackRoad-OS-Live-Monorepo-Private-10	https://github.com/blackboxprogramming/BlackRoad-OS-Live-Monorepo-Private-10	BlackRoad OS Monorepo Part 10	true	2026-09-14T00:06:31Z
workspace	https://github.com/blackboxprogramming/workspace		true	2026-09-14T00:06:14Z
